Job Id,Job Role,Industry,Company Name,Location,Salary (INR),Experience Required (years),Qualification,Employment Type,Skills,Posted Date,Source,Work Mode,Job Rating,Total Job Openings,Applications Received,Candidates Hired,Male Candidates,Female Candidates,Other Gender Candidates,Skill Demand Score,Skill Supply Score,Skill Gap,In-demand Skills,Gender Pay Gap (%),Employee Satisfaction Score (%),Reasons for Job Switch,Average Employee Retention (Years),Turnover Rate (%),Employee Benefits,Bonuses & Benefits Included?,Employment Rate (%),Unemployment Rate (%),Total Employees in Company,Mandatory Hours per Week,Burnout Risk,Number of Certifications,Years in Industry
PFI-MAR-9275,Marketing Manager,Manufacturing,Pfizer,"London, UK",641900,1,M.Com,Internship,"SQL, AWS",23-11-2022,Naukri,Hybrid,3.7,10,188,7,6,1,0,68,64,4,"AWS, Power BI",6,93,Salary,4.8,16,"Bonuses, Perks",Yes,77,23,144204,38,Medium,3,3
MIC-BIO-7229,Biotech Researcher,HR,Microsoft,"Berlin, Germany",611472,12,B.Tech,Internship,"Java, React",16-02-2015,Glassdoor,Hybrid,4.9,6,360,4,0,4,0,88,58,30,"SQL, Photoshop",9,87,Growth,4,17,"Bonuses, Perks",Yes,76,24,196374,39,Low,5,5
TES-CYB-9325,Cybersecurity Analyst,Education,Tesla,"Paris, France",1326069,9,B.Com,Contract,"Machine Learning, HR Policies",24-06-2018,Shine,Onsite,4.2,9,121,2,1,1,0,88,69,19,"Python, Power BI",8,91,Salary,3.1,10,"WFH, Insurance",Yes,76,24,237796,41,Low,4,11
PFI-MEC-6346,Mechanical Engineer,Biotechnology,Pfizer,"Dubai, UAE",1527184,14,B.Com,Part-time,"SEO, React",21-01-2019,Upwork,Hybrid,3.8,4,379,2,2,0,0,83,59,24,"AWS, Machine Learning",14,91,Growth,5.4,12,"WFH, Insurance",No,85,15,129022,36,High,2,11
SAM-MAR-4176,Marketing Manager,Retail,Samsung,"Berlin, Germany",2117256,7,B.Sc,Part-time,"SQL, Machine Learning",04-06-2024,Indeed,Hybrid,3.5,1,136,1,0,1,0,64,64,0,"Java, Photoshop",12,94,Culture,4.9,20,"Bonuses, Perks",No,90,10,111412,45,Medium,5,7
PFI-MAR-7875,Marketing Manager,Finance,Pfizer,"Singapore, Singapore",1112419,15,PhD,Part-time,"Python, HR Policies",16-04-2021,Naukri,Hybrid,4.2,1,463,1,1,0,0,66,55,11,"SQL, Python",7,91,Growth,3.4,11,"WFH, Insurance",No,83,17,82456,40,High,2,17
MIC-BIO-3122,Biotech Researcher,IT,Microsoft,"Toronto, Canada",2907107,11,BBA,Contract,"Machine Learning, Java",18-08-2020,Glassdoor,Remote,4.9,2,438,1,1,0,0,68,61,7,"Power BI, Photoshop",7,92,Job Security,4.7,10,"WFH, Insurance",Yes,83,17,208881,40,Medium,5,2
TCS-HR -1228,HR Manager,Retail,TCS,"Bangalore, India",2449662,14,B.Tech,Contract,"AWS, React",22-03-2015,Shine,Onsite,3.6,2,144,1,1,0,0,88,82,6,"Photoshop, SEO",6,87,Job Security,5.1,13,"Bonuses, Perks",Yes,77,23,176796,40,Medium,4,16
NIK-HR -3689,HR Manager,Marketing,Nike,"Bangalore, India",1522471,6,Diploma,Full-Time,"AWS, SQL",22-11-2017,LinkedIn,Onsite,4,2,209,2,2,0,0,86,58,28,"SEO, Power BI",15,86,Work-life balance,2.9,10,"WFH, Insurance",No,79,21,117694,40,Low,1,4
TCS-SOF-9400,Software Engineer,Marketing,TCS,"Berlin, Germany",2033915,7,PhD,Full-Time,"React, SQL",21-07-2017,Shine,Onsite,3.4,8,83,3,0,3,0,64,81,-17,"SQL, React",14,92,Growth,4.4,17,"Bonuses, Perks",No,77,23,194815,41,High,2,9
ADO-BIO-3979,Biotech Researcher,Healthcare,Adobe,"Berlin, Germany",1185878,13,M.Com,Part-time,"Machine Learning, React",18-05-2014,Indeed,Onsite,3.7,7,123,2,0,2,0,81,79,2,"HR Policies, SQL",15,95,Work-life balance,2.6,20,"Bonuses, Perks",No,81,19,62530,42,Low,2,8
GOO-MEC-3959,Mechanical Engineer,Retail,Google,"Mumbai, India",2999265,15,Diploma,Part-time,"Machine Learning, SEO",18-09-2021,Indeed,Hybrid,4.3,9,142,1,0,1,0,93,59,34,"Machine Learning, Python",8,91,Work-life balance,2.9,19,"WFH, Insurance",No,75,25,83869,42,High,2,7
DEL-MAR-2645,Marketing Manager,Design,Deloitte,"Sydney, Australia",2935039,5,M.Tech,Internship,"Python, Photoshop",27-09-2016,Naukri,Remote,4.7,1,135,1,1,0,0,75,66,9,"Python, React",8,89,Job Security,4.2,14,"WFH, Insurance",No,81,19,106239,37,High,4,7
AMA-FIN-4708,Finance Consultant,IT,Amazon,"Paris, France",502479,8,M.Tech,Full-Time,"HR Policies, SEO",19-04-2017,Upwork,Remote,4.8,7,203,3,3,0,0,69,63,6,"AWS, React",12,81,Job Security,2.1,18,"Bonuses, Perks",No,77,23,218008,39,Medium,1,10
SAM-MEC-7035,Mechanical Engineer,Education,Samsung,"Toronto, Canada",1071476,10,M.Sc,Full-Time,"Machine Learning, SQL",21-08-2015,LinkedIn,Remote,3.9,8,498,6,6,0,0,92,70,22,"SEO, Python",6,71,Job Security,4,20,"WFH, Insurance",No,80,20,166576,35,High,5,12
MIC-MAR-3208,Marketing Manager,Marketing,Microsoft,"Paris, France",1457288,8,B.Sc,Internship,"SQL, Machine Learning",20-11-2020,Indeed,Hybrid,4.2,2,215,1,1,0,0,84,84,0,"SQL, Python",8,91,Culture,4.6,14,"Bonuses, Perks",No,76,24,148351,39,Medium,1,4
MIC-DAT-1261,Data Scientist,Marketing,Microsoft,"Bangalore, India",1891305,5,BBA,Part-time,"React, SEO",14-10-2023,Glassdoor,Onsite,3.2,10,296,7,4,3,0,86,56,30,"Python, Java",6,90,Job Security,4.2,14,"Bonuses, Perks",Yes,77,23,107772,42,Low,2,7
DEL-DAT-6695,Data Analyst,Retail,Deloitte,"Berlin, Germany",1170665,5,PhD,Full-Time,"Power BI, Machine Learning",15-05-2021,Upwork,Remote,4.5,8,258,3,3,0,0,74,74,0,"HR Policies, Photoshop",12,85,Salary,3.7,17,"Bonuses, Perks",No,81,19,206742,41,Medium,2,1
GOO-SOF-1075,Software Engineer,Biotechnology,Google,"Singapore, Singapore",670166,0,M.Sc,Contract,"SQL, React",23-04-2019,Shine,Hybrid,3.4,5,276,4,4,0,0,81,76,5,"React, AWS",10,90,Growth,3.1,10,"Bonuses, Perks",No,83,17,155395,38,Low,5,2
TCS-GRA-2043,Graphic Designer,IT,TCS,"Bangalore, India",2858530,10,Diploma,Part-time,"React, HR Policies",06-02-2024,Indeed,Onsite,3.8,10,429,8,1,7,0,88,70,18,"Python, Power BI",14,91,Job Security,5.9,19,"WFH, Insurance",No,78,22,225741,37,Low,3,3
TCS-CYB-9909,Cybersecurity Analyst,Healthcare,TCS,"Dubai, UAE",885699,0,M.Sc,Contract,"SQL, Machine Learning",26-03-2023,Naukri,Hybrid,3.1,6,77,4,3,1,0,82,74,8,"SEO, HR Policies",11,86,Growth,5.6,18,"Bonuses, Perks",Yes,78,22,208976,35,High,3,2
NIK-FIN-7478,Finance Consultant,Finance,Nike,"Paris, France",804528,0,BBA,Part-time,"Power BI, Python",18-06-2017,Naukri,Onsite,4.9,8,492,6,1,5,0,69,55,14,"Photoshop, AWS",14,83,Work-life balance,5.5,15,"WFH, Insurance",No,86,14,174524,44,Medium,4,2
TES-MEC-6994,Mechanical Engineer,Manufacturing,Tesla,"Berlin, Germany",1214319,12,M.Sc,Full-Time,"SQL, SEO",06-05-2023,Naukri,Hybrid,4,7,345,5,1,4,0,90,55,35,"AWS, SEO",11,83,Culture,2.8,17,"Bonuses, Perks",No,88,12,68398,45,High,3,10
MIC-FIN-1381,Finance Consultant,Marketing,Microsoft,"Bangalore, India",663671,8,M.Com,Part-time,"SQL, Power BI",22-07-2014,Upwork,Hybrid,3.1,10,429,4,3,1,0,66,88,-22,"HR Policies, Photoshop",15,87,Work-life balance,3.2,19,"Bonuses, Perks",No,83,17,180935,36,Low,4,10
MIC-DAT-2294,Data Analyst,Finance,Microsoft,"New York, USA",1969472,11,B.Com,Contract,"SEO, React",19-09-2021,Naukri,Onsite,4.5,9,315,7,0,7,0,63,89,-26,"Power BI, Java",13,85,Salary,2.9,14,"Bonuses, Perks",Yes,78,22,206972,40,High,5,13
NIK-DAT-5017,Data Scientist,Design,Nike,"New York, USA",1889563,6,BBA,Part-time,"React, Machine Learning",27-01-2015,Upwork,Onsite,3,1,444,1,0,1,0,83,74,9,"AWS, Machine Learning",14,88,Salary,3.8,13,"WFH, Insurance",Yes,83,17,233634,38,High,3,6
DEL-SOF-3109,Software Engineer,Retail,Deloitte,"Mumbai, India",1422883,6,PhD,Full-Time,"HR Policies, React",06-07-2022,Shine,Onsite,3.4,4,354,2,0,2,0,78,66,12,"SEO, HR Policies",6,92,Job Security,5,18,"Bonuses, Perks",No,84,16,173638,44,Low,4,4
SAM-MAR-8555,Marketing Manager,IT,Samsung,"Paris, France",1242694,13,M.Tech,Contract,"React, Java",08-02-2021,Glassdoor,Remote,3.5,6,269,5,0,5,0,78,84,-6,"AWS, Java",11,78,Growth,4.1,10,"Bonuses, Perks",Yes,79,21,113769,38,Low,1,15
TCS-FIN-6473,Finance Consultant,Education,TCS,"New York, USA",1149272,14,B.Tech,Internship,"Java, Machine Learning",02-08-2015,Glassdoor,Hybrid,4.1,4,238,3,2,1,0,94,59,35,"Power BI, HR Policies",5,71,Culture,2.4,11,"Bonuses, Perks",No,89,11,166202,40,Low,1,16
NIK-MEC-2842,Mechanical Engineer,Manufacturing,Nike,"Bangalore, India",1907242,5,MBA,Full-Time,"AWS, Photoshop",15-08-2021,Glassdoor,Remote,3.6,5,449,1,0,1,0,94,71,23,"React, HR Policies",6,72,Job Security,2.5,17,"WFH, Insurance",No,76,24,114010,39,Medium,3,5
DEL-FIN-2337,Finance Consultant,HR,Deloitte,"New York, USA",1364228,13,BBA,Internship,"Power BI, Python",26-02-2019,Indeed,Onsite,5,3,395,2,1,1,0,95,67,28,"Python, AWS",8,91,Culture,5.2,20,"WFH, Insurance",Yes,80,20,186876,41,High,4,15
AMA-GRA-3340,Graphic Designer,Manufacturing,Amazon,"Berlin, Germany",1589779,10,B.Sc,Full-Time,"HR Policies, Photoshop",16-01-2019,Upwork,Hybrid,4.4,6,61,5,5,0,0,70,69,1,"HR Policies, SEO",7,93,Job Security,5.3,18,"WFH, Insurance",No,79,21,189623,43,High,1,12
ADO-CYB-1874,Cybersecurity Analyst,Retail,Adobe,"Dubai, UAE",1757679,4,M.Com,Full-Time,"AWS, Python",12-02-2023,LinkedIn,Remote,4.9,8,166,6,4,2,0,86,55,31,"Machine Learning, Photoshop",11,92,Job Security,4.1,20,"WFH, Insurance",No,82,18,134389,41,High,5,6
DEL-DAT-4615,Data Analyst,Finance,Deloitte,"Bangalore, India",2105332,6,PhD,Internship,"Machine Learning, AWS",14-02-2021,LinkedIn,Onsite,3,6,226,2,2,0,0,87,87,0,"Java, AWS",13,88,Culture,2.6,14,"WFH, Insurance",No,76,24,225375,37,Medium,5,8
SAM-BIO-3215,Biotech Researcher,IT,Samsung,"Dubai, UAE",1971421,10,M.Tech,Full-Time,"Java, SQL",27-07-2023,Indeed,Onsite,3.3,4,471,3,3,0,0,68,71,-3,"Photoshop, React",8,84,Job Security,4,17,"Bonuses, Perks",Yes,77,23,173732,41,High,4,12
DEL-MEC-7184,Mechanical Engineer,Finance,Deloitte,"Berlin, Germany",2026771,5,B.Sc,Internship,"Machine Learning, SEO",24-06-2022,Upwork,Onsite,4.2,4,200,3,2,1,0,94,56,38,"Photoshop, AWS",6,81,Salary,2.2,13,"WFH, Insurance",No,84,16,136691,37,Low,3,7
TES-HR -2812,HR Manager,Finance,Tesla,"Berlin, Germany",2680258,7,MBA,Contract,"React, Python",16-08-2017,Glassdoor,Hybrid,4.5,1,484,1,1,0,0,71,73,-2,"React, Java",9,84,Growth,3.1,15,"Bonuses, Perks",Yes,81,19,180413,37,High,5,9
GOO-GRA-3419,Graphic Designer,Healthcare,Google,"Berlin, Germany",561232,7,M.Sc,Contract,"Photoshop, AWS",19-09-2018,Glassdoor,Hybrid,3.8,8,276,5,0,5,0,69,83,-14,"SEO, SQL",6,84,Work-life balance,5.6,20,"WFH, Insurance",No,90,10,87888,36,Low,3,9
NIK-FIN-8586,Finance Consultant,Manufacturing,Nike,"Mumbai, India",1870829,4,M.Tech,Internship,"Python, AWS",01-11-2019,Shine,Onsite,5,10,137,8,7,1,0,87,74,13,"Photoshop, SQL",14,91,Growth,5.5,20,"WFH, Insurance",No,78,22,107965,45,Low,3,6
GOO-MAR-4915,Marketing Manager,Education,Google,"London, UK",1234341,1,B.Sc,Internship,"HR Policies, SQL",15-04-2021,LinkedIn,Hybrid,4.4,7,237,7,3,4,0,89,56,33,"Python, Photoshop",6,75,Job Security,2.8,11,"Bonuses, Perks",Yes,88,12,224009,41,Low,5,3
TES-BIO-3801,Biotech Researcher,IT,Tesla,"Dubai, UAE",1572197,15,MBA,Part-time,"React, SEO",03-10-2016,LinkedIn,Hybrid,4.9,8,107,7,1,6,0,82,82,0,"AWS, Machine Learning",13,82,Culture,3,18,"Bonuses, Perks",Yes,82,18,123779,39,Low,5,1
PFI-MEC-1435,Mechanical Engineer,IT,Pfizer,"Dubai, UAE",2839613,12,Diploma,Internship,"SEO, SQL",12-04-2019,Glassdoor,Remote,3.9,3,459,3,3,0,0,65,75,-10,"Python, SQL",12,95,Culture,2.2,19,"WFH, Insurance",Yes,86,14,76704,44,Low,2,6
PFI-HR -2789,HR Manager,Healthcare,Pfizer,"Berlin, Germany",1141936,,BBA,Internship,"React, Python",01-02-2021,Glassdoor,Onsite,4.2,10,244,4,1,3,0,79,75,4,"SEO, HR Policies",15,86,Work-life balance,2.8,17,"WFH, Insurance",Yes,81,19,168223,41,Low,2,2
TES-SOF-3620,Software Engineer,Education,Tesla,"Paris, France",1875682,4,PhD,Contract,"HR Policies, SEO",05-05-2018,Glassdoor,Onsite,4.8,2,283,2,0,2,0,89,85,4,"React, SQL",9,82,Job Security,4.7,17,"Bonuses, Perks",Yes,80,20,198776,37,Medium,2,6
SAM-BIO-2976,Biotech Researcher,Marketing,Samsung,"Toronto, Canada",722602,10,BBA,Part-time,"Power BI, SQL",10-10-2017,Upwork,Hybrid,3.5,3,82,1,0,1,0,82,63,19,"Machine Learning, Power BI",9,87,Job Security,5.5,14,"Bonuses, Perks",No,87,13,209315,41,High,1,4
PFI-MAR-9960,Marketing Manager,,Pfizer,"London, UK",788579,8,BBA,Internship,"Power BI, Machine Learning",20-09-2020,Upwork,Onsite,4.4,9,309,1,1,0,0,74,78,-4,"Java, React",7,82,Culture,4.8,11,"Bonuses, Perks",Yes,90,10,245309,45,Medium,5,7
DEL-SOF-2978,Software Engineer,Healthcare,Deloitte,"Toronto, Canada",1354020,0,PhD,Part-time,"Java, React",19-11-2021,Indeed,Onsite,3.1,9,51,7,7,0,0,79,82,-3,"Photoshop, Python",11,82,Salary,5.2,17,"WFH, Insurance",No,77,23,62924,38,Low,2,2
NIK-HR -5169,HR Manager,Biotechnology,Nike,"New York, USA",1517765,4,M.Tech,Part-time,"SQL, Photoshop",24-06-2016,LinkedIn,Remote,4.1,10,350,7,0,7,0,60,68,-8,"SEO, SQL",8,70,Growth,3,15,"Bonuses, Perks",Yes,89,11,113491,42,Low,4,6
TCS-SOF-7718,Software Engineer,Design,TCS,"Toronto, Canada",2556151,15,BBA,Internship,"Machine Learning, HR Policies",02-11-2020,LinkedIn,Remote,4.5,10,248,5,1,4,0,92,84,8,"Power BI, Photoshop",15,93,Culture,5.8,,"Bonuses, Perks",Yes,82,18,230314,38,Medium,3,12
PFI-CYB-7410,Cybersecurity Analyst,Marketing,Pfizer,"Sydney, Australia",750534,1,B.Com,Part-time,"SQL, HR Policies",22-03-2024,Indeed,Onsite,4.1,7,488,6,5,1,0,85,90,-5,"HR Policies, Machine Learning",5,85,Growth,5.5,18,"Bonuses, Perks",No,87,13,167435,37,Medium,5,3
PFI-DAT-5582,Data Analyst,Biotechnology,Pfizer,"Bangalore, India",597486,10,M.Sc,Part-time,"SQL, AWS",13-10-2021,Upwork,Remote,3.2,1,321,1,0,1,0,88,74,14,"Python, Photoshop",5,75,Culture,4.5,20,"WFH, Insurance",No,75,25,83816,41,Low,4,12
AMA-SOF-4892,Software Engineer,HR,Amazon,"Sydney, Australia",2056292,13,M.Com,Contract,"Java, Machine Learning",17-01-2020,Indeed,Remote,4.6,10,458,8,3,5,0,81,88,-7,"Machine Learning, HR Policies",15,89,Job Security,3.1,13,"WFH, Insurance",No,76,24,224319,42,High,2,12
MIC-CYB-2979,Cybersecurity Analyst,Education,Microsoft,"New York, USA",1748664,11,M.Com,Part-time,"HR Policies, Power BI",21-07-2024,Naukri,Remote,3.3,6,493,6,4,2,0,79,63,16,"Photoshop, SQL",12,87,Culture,2,18,"Bonuses, Perks",No,81,19,237470,44,High,2,13
PFI-FIN-6383,Finance Consultant,Manufacturing,Pfizer,"Toronto, Canada",1914554,2,M.Com,Internship,"Java, React",18-02-2021,LinkedIn,Remote,3.3,8,131,2,2,0,0,87,67,20,"Java, SQL",9,95,Salary,4.1,20,"Bonuses, Perks",No,89,11,196050,37,High,2,4
SAM-FIN-9149,Finance Consultant,Retail,Samsung,"Singapore, Singapore",1657334,5,B.Sc,Contract,"Java, SEO",22-01-2018,Naukri,Remote,4.1,4,303,4,0,4,0,68,80,-12,"AWS, Java",9,80,Culture,3.6,20,"Bonuses, Perks",No,82,18,169412,43,Low,1,7
MIC-DAT-4463,Data Scientist,Retail,Microsoft,"Bangalore, India",1682952,5,B.Tech,Full-Time,"Machine Learning, Photoshop",07-12-2022,Upwork,Hybrid,3.4,7,262,7,5,2,0,65,83,-18,"Power BI, Java",6,78,Salary,5.2,14,"Bonuses, Perks",No,82,18,153490,45,High,2,6
TES-DAT-1401,Data Analyst,Biotechnology,Tesla,"Berlin, Germany",549272,8,M.Com,Internship,"React, Python",28-04-2019,Upwork,Remote,4.8,3,437,3,1,2,0,71,60,11,"SEO, Java",11,94,Salary,3.3,18,"WFH, Insurance",No,87,13,231910,44,Low,5,4
TCS-GRA-7101,Graphic Designer,Education,TCS,"Dubai, UAE",576046,1,M.Tech,Full-Time,"SQL, Java",18-01-2015,Naukri,Hybrid,3.4,3,372,2,0,2,0,93,79,14,"Machine Learning, Power BI",14,83,Salary,4.3,16,"WFH, Insurance",No,80,20,119849,38,Medium,3,3
GOO-FIN-9106,Finance Consultant,Healthcare,Google,"Toronto, Canada",808946,8,M.Com,Part-time,"Machine Learning, Java",15-10-2018,Shine,Onsite,3.3,8,272,7,7,0,0,73,83,-10,"SEO, SQL",14,85,Job Security,2.8,15,"WFH, Insurance",No,81,19,239197,42,High,4,1
DEL-DAT-5453,Data Scientist,Biotechnology,Deloitte,"Sydney, Australia",1325946,6,M.Sc,Part-time,"Power BI, SQL",15-12-2015,Upwork,Remote,3.1,4,364,4,1,3,0,72,69,3,"Python, Java",5,94,Job Security,2.4,13,"Bonuses, Perks",No,88,12,75036,38,Low,1,5
TES-HR -2500,HR Manager,Marketing,Tesla,"London, UK",930649,1,M.Sc,Part-time,"AWS, React",10-05-2022,Glassdoor,Remote,3.9,2,487,2,1,1,0,69,85,-16,"Power BI, SQL",5,80,Growth,3.9,12,"WFH, Insurance",No,84,16,51774,42,Medium,1,3
MIC-BIO-2563,Biotech Researcher,Design,Microsoft,"Bangalore, India",,14,B.Sc,Full-Time,"Python, Machine Learning",23-07-2015,Upwork,Remote,4.6,9,384,5,5,0,0,80,86,-6,"Java, AWS",13,74,Culture,4.3,18,"WFH, Insurance",No,82,18,113234,35,Low,5,15
NIK-FIN-4446,Finance Consultant,Biotechnology,Nike,"Berlin, Germany",2406853,14,B.Sc,Internship,"AWS, Machine Learning",28-04-2020,Upwork,Hybrid,3.9,3,57,2,1,1,0,92,62,30,"React, SQL",10,75,Work-life balance,5,13,"Bonuses, Perks",No,79,21,70905,36,Medium,4,16
GOO-HR -9538,HR Manager,Finance,Google,"New York, USA",2391810,10,M.Sc,Internship,"Python, React",16-05-2016,Indeed,Hybrid,3,9,159,5,5,0,0,86,82,4,"HR Policies, Power BI",5,94,Job Security,5.3,17,"Bonuses, Perks",Yes,83,17,182588,42,High,3,12
PFI-FIN-2451,Finance Consultant,Finance,Pfizer,"Paris, France",672254,11,B.Sc,Internship,"Java, Python",02-03-2016,Shine,Hybrid,3.8,9,369,7,0,7,0,77,58,19,"SQL, Power BI",15,78,Salary,3.9,17,"Bonuses, Perks",Yes,88,12,83551,45,Medium,1,12
SAM-CYB-3892,Cybersecurity Analyst,Manufacturing,Samsung,"Sydney, Australia",704999,11,MBA,Part-time,"Photoshop, HR Policies",20-01-2014,Naukri,Remote,3.7,1,382,1,0,1,0,70,86,-16,"HR Policies, Java",10,79,Growth,2.6,15,"Bonuses, Perks",Yes,87,13,244336,45,Low,4,11
PFI-FIN-6966,Finance Consultant,Manufacturing,Pfizer,"Singapore, Singapore",1230718,13,B.Com,Contract,"HR Policies, AWS",05-08-2017,Naukri,Onsite,4.7,8,165,7,0,7,0,75,55,20,"Machine Learning, Photoshop",6,71,Salary,4.7,17,"WFH, Insurance",No,80,20,189075,44,High,3,1
ADO-DAT-9549,Data Scientist,Retail,Adobe,"Mumbai, India",1549706,2,MBA,Contract,"Java, Photoshop",02-06-2019,LinkedIn,Hybrid,3.7,10,269,8,0,8,0,74,84,-10,"Power BI, Java",8,88,Salary,5.5,16,"WFH, Insurance",Yes,82,18,204372,45,High,4,4
AMA-MEC-3297,Mechanical Engineer,Healthcare,Amazon,"Bangalore, India",2589483,2,Diploma,Full-Time,"AWS, Java",21-06-2016,Naukri,Remote,3.2,6,172,2,0,2,0,84,67,17,"SEO, SQL",6,75,Growth,4.2,20,"WFH, Insurance",Yes,82,18,112218,45,Medium,3,4
PFI-HR -1972,HR Manager,Education,Pfizer,"Mumbai, India",989317,6,M.Tech,Contract,"Machine Learning, SEO",21-12-2014,Glassdoor,Onsite,3.8,10,286,8,3,5,0,63,72,-9,"Java, AWS",9,84,Salary,4.9,17,"WFH, Insurance",Yes,78,22,182344,37,Medium,2,3
ADO-BIO-3888,Biotech Researcher,Education,Adobe,"Bangalore, India",1194680,9,BBA,Part-time,"HR Policies, Java",27-10-2014,Upwork,Onsite,4.8,5,271,4,0,4,0,65,84,-19,"Python, AWS",7,91,Salary,3.8,15,"Bonuses, Perks",Yes,79,21,233372,40,High,2,11
MIC-DAT-6645,Data Analyst,HR,Microsoft,"London, UK",865569,13,MBA,Contract,"Machine Learning, Power BI",26-03-2015,Naukri,Remote,4.2,1,69,1,0,1,0,94,70,24,"Power BI, AWS",10,86,Salary,3.5,18,"Bonuses, Perks",No,89,11,116823,45,High,1,1
MIC-MAR-6940,Marketing Manager,Healthcare,Microsoft,"Singapore, Singapore",2773336,13,BBA,Contract,"Java, Photoshop",06-02-2018,Shine,Remote,3.3,6,272,5,3,2,0,62,77,-15,"SQL, Photoshop",11,94,Salary,4.1,16,"WFH, Insurance",No,77,23,176258,37,Low,4,14
NIK-GRA-5246,Graphic Designer,IT,Nike,"Singapore, Singapore",2710750,7,MBA,Internship,"Java, Machine Learning",03-09-2023,Naukri,Onsite,3.5,2,480,1,0,1,0,85,84,1,"React, SEO",6,77,Culture,2.4,13,"Bonuses, Perks",Yes,90,10,183555,38,Medium,2,8
ADO-MAR-5623,Marketing Manager,IT,Adobe,"Toronto, Canada",2994367,7,B.Com,Full-Time,"Photoshop, Java",10-03-2020,Upwork,Hybrid,4.6,3,112,1,0,1,0,95,70,25,"Machine Learning, Java",14,71,Salary,4.1,11,"WFH, Insurance",Yes,82,18,233842,44,High,5,9
DEL-GRA-1710,Graphic Designer,Education,Deloitte,"New York, USA",902392,7,B.Sc,Internship,"Power BI, SEO",08-07-2022,Shine,Hybrid,3,3,395,1,1,0,0,63,75,-12,"React, Photoshop",6,71,Culture,4.2,10,"WFH, Insurance",Yes,75,25,93705,35,Medium,2,9
AMA-MAR-5099,Marketing Manager,Retail,Amazon,"Sydney, Australia",2117268,4,B.Com,Part-time,"SQL, AWS",19-10-2016,Upwork,Remote,3.4,9,402,1,0,1,0,66,80,-14,"AWS, Python",10,82,Work-life balance,4.4,15,"WFH, Insurance",No,85,15,113086,45,Medium,1,6
TES-DAT-7733,Data Scientist,,Tesla,"Toronto, Canada",963475,15,MBA,Internship,"Power BI, React",17-11-2024,Indeed,Remote,3.6,9,173,5,3,2,0,62,84,-22,"Java, Power BI",7,83,Salary,4.9,14,"WFH, Insurance",No,81,19,221892,36,High,2,13
PFI-HR -2740,HR Manager,Design,Pfizer,"Berlin, Germany",2112978,9,BBA,Part-time,"SQL, Python",22-02-2020,LinkedIn,Onsite,4.7,3,371,3,0,3,0,87,69,18,"Python, React",12,78,Job Security,2.3,19,"Bonuses, Perks",No,84,16,230546,45,Medium,5,1
MIC-DAT-9530,Data Scientist,Design,Microsoft,"Sydney, Australia",746139,9,B.Tech,Full-Time,"Power BI, HR Policies",09-04-2024,Upwork,Hybrid,4.9,7,485,2,1,1,0,89,55,34,"SQL, Photoshop",7,93,Work-life balance,4.5,20,"WFH, Insurance",No,85,15,245858,39,High,5,11
TES-FIN-6695,Finance Consultant,Marketing,Tesla,"Singapore, Singapore",1051571,15,M.Tech,Contract,"Photoshop, Power BI",22-05-2017,Shine,Remote,3.7,6,62,1,1,0,0,78,71,7,"SEO, Java",15,76,Growth,4.9,15,"Bonuses, Perks",Yes,76,24,72924,41,Low,3,7
TCS-FIN-6513,Finance Consultant,HR,TCS,"Sydney, Australia",2707207,5,M.Tech,Contract,"Photoshop, Power BI",07-03-2014,Upwork,Hybrid,4.4,7,421,2,0,2,0,68,77,-9,"Machine Learning, AWS",8,93,Growth,5.7,20,"Bonuses, Perks",Yes,87,13,192799,43,Low,2,7
TES-HR -9690,HR Manager,Retail,Tesla,"Berlin, Germany",1679694,8,MBA,Full-Time,"Java, Python",27-09-2024,LinkedIn,Hybrid,3.6,4,402,2,2,0,0,95,69,26,"Java, AWS",9,84,Culture,3,16,"Bonuses, Perks",Yes,76,24,173453,42,Medium,3,10
SAM-DAT-1924,Data Scientist,IT,Samsung,"Toronto, Canada",566923,14,MBA,Contract,"Java, AWS",27-05-2020,LinkedIn,Hybrid,5,8,407,8,4,4,0,67,69,-2,"AWS, Python",15,84,Work-life balance,4.3,11,"Bonuses, Perks",Yes,89,11,53352,45,Medium,1,9
PFI-GRA-3041,Graphic Designer,Healthcare,Pfizer,"Toronto, Canada",1564198,2,B.Tech,Full-Time,"Java, SEO",14-04-2018,LinkedIn,Hybrid,4.6,7,435,4,3,1,0,94,87,7,"Photoshop, HR Policies",13,93,Growth,5.4,15,"Bonuses, Perks",Yes,83,17,103103,45,High,4,4
AMA-FIN-1927,Finance Consultant,Manufacturing,Amazon,"Toronto, Canada",2986533,1,B.Tech,Internship,"AWS, Power BI",09-08-2023,Shine,Onsite,3.4,10,316,3,2,1,0,75,75,0,"SEO, SQL",10,84,Culture,5.2,12,"Bonuses, Perks",Yes,82,18,75062,44,High,3,1
NIK-FIN-9343,Finance Consultant,Design,Nike,"Mumbai, India",2625327,9,B.Sc,Full-Time,"HR Policies, AWS",11-06-2020,Naukri,Hybrid,3.1,1,243,1,0,1,0,79,87,-8,"Java, Python",6,90,Salary,3.3,20,"Bonuses, Perks",Yes,80,20,161533,41,Medium,2,11
